x,y
"GPE GPE : ORG ORG ORG ( ORG ) leave stone unturned GPE GPE ready ORG ORG poll . party stare challenge ORG ORG ORG ( ORG ) join hand state , determined come shine . interview , party leader PERSON PERSON speak symbolism forthcoming election . edit excerpt interview : fight seriousness , important force LOC . centre lay rule LOC , ORG ORG ORG ignore . fight despite rule . ( centre ) selectively withdraw security cover politician , include district president , sensitive area like south LOC � s GPE . despite , strong fight .",0
"daughter ORG ORG ORG director PERSON PERSON dispute mother � s account � s coma court filing DATE , say � s recover DATE DATE stroke PERSON PERSON , DATE , say declaration file ORG ORG ORG ORG doctor determine condition DATE DATE DATE DATE DATE father , GPE GPE hospital DATE DATE stroke add doctor � concrete diagnosis , dad progress day � father breathe medically sedate blood pressure low allow vessel brain heal",2
"GPE go poll phase DATE DATE , central paramilitary force state police personnel deploy GPE state . GPE ORG ORG constituency account ORG - affect GPE , GPE , GPE , GPE , GPE GPE district , force leave stone unturned ensure threat NORP attack keep bay . CARDINAL force present state � ORG state police -- additional CARDINAL force paramilitary personnel deploy , take number CARDINAL soldier guard GPE upcoming poll .",0
"ORG � s � quarterly wearables device tracker � see DATE DATE double - digit growth ship CARDINAL unit DATE , make DATE cross CARDINAL unit shipment mark country . list wearable company , ORG hold ORDINAL position PERCENT PERCENT market share remain lead player commercial segment , CARDINAL CARDINAL shipment bill enterprise corporate wellness program . ORG return wearable company GPE replace ORG . ORG bundle PRODUCT PRODUCT PRODUCT PRODUCT launch ORG note 9 , later , offer discount price help brand acquire strong momentum DATE .",1
"later , GPE � s GPE ORG field PERSON PERSON � early ORG ORG � sit mp PERSON PERSON , PERSON repeat allegation PERSON deal , demonetization , � gabbar singh tax "" . justify nyay scheme say lot thinking go draft assure actually strengthen national economy weaken claim . DATE , PERSON address public meeting GPE ORG field ORG mp PERSON PERSON ORG stalwart PERSON PERSON . inquiry PERSON deal ORG come power � chowkidar jail "" , say .",0
"� ORG create situation country people talk culture . ORG conspire brand NORP terrorist . government country faith people , security force . ORG government strong action terrorist , "" say . ORG leader speak issue range unemployment , GPE strike , migration , agrarian crisis state GPE � s allege lack proficiency GPE .",0
"hope end - china trade war add support market rally DATE DATE cut production . ( ORG ) brent crude $ MONEY barrel TIME TIME , PERCENT PERCENT close , wti crude future rise $ MONEY ORG export QUANTITY QUANTITY QUANTITY QUANTITY ( bpd ) DATE , say ORG ORG report GPE GPE GPE : oil price rise DATE , buoy output cut producer club ORG report GPE close trade deal end bitter tariff war , slow global economy .",3
"ORG initially plan begin NORP NORP NORP sale unit NORP sale undisclosed date . ORG � s launch partner PRODUCT PRODUCT , ORG ORG ORG ORG immediately respond request comment .",1
drive 5 g methodology know deliver,1
", GPE � s large opposition party aim reposition unemployment rural distress key poll issue PERSON PERSON government . ORG manifesto policy framework stitch narrative create � wealth welfare "" . release come DATE phase election DATE DATE . reiterate pledge roll countrywide farm loan waiver nyay scheme minimum income guarantee , ORG manifesto promise separate � kisan budget "" farmer , treat farm debt civil criminal liability piece land rural homeless landless household ORG vote power . � release manifesto massive step ORG . DATE DATE begin process , give instruction � say close room reflect view people . , lie , "" PERSON say release manifesto event organize party � s national headquarters .",0
"possible device rumour redmi 7 ORG PRODUCT , clarity ORG release teaser .",1
"true strategy , ORG � tv capable well contrast tv ORG , ORG , ORG ORG � s high - end uhd offering noticeably superior . nutshell , picture quality tv line pricing . deal - breaker peripheral feature tv . ORG � PRODUCT operate system isn � t advanced androidtv , tizen ( ORG ) webos . � s simple mean bring app television . PRODUCT PRODUCT PRODUCT , ORG , ORG , PRODUCT , � s option stream video . � s frustrating tv � s remote . work wirelessly time , feature work infrared ( ir ) , like turn tv toggle volume . , remote doesn � t respond expect , annoying .",1
"GPE railway : railway carry zinc major producer ORG , ORG ORG FAC FAC GPE LOC expect reopen DATE damage flood . column : zinc come sustain attack bearish fund . trigger assault DATE TIME ORG ORG ORG ( ORG ) stock report , show QUANTITY QUANTITY inflow exchange warehouse . price : zinc climb PERCENT PERCENT $ MONEY tonne , lead gain PERCENT PERCENT $ MONEY , tin gain PERCENT PERCENT $ MONEY nickel add PERCENT PERCENT $ MONEY .",3
"aesthetic feelthe avenger unique mcu film set past - - great thing WORK_OF_ART WORK_OF_ART : WORK_OF_ART PERSON PERSON PERSON s character good villain , give room breathe PERSON capable lot , performance hamper criminally limit screen time allow proper development , weird accent sound believable",2
"WORK_OF_ART expect good start box office , attention trailer receive positive review get critic",2
"launch GPE DATE , ORG CARDINAL CARDINAL active user GPE , particularly youngster small town city . largely capture share moment short video clip decorate fun sticker filter . , furore ORG emerge accuse encourage pornography . say , social medium network like microblogging platform , ORG , carry short pornographic video clip photo promotion publisher performer , face backlash authority . expert feel ban justified nature audience . � decision ban ORG make sense young audience include child school , unlike ORG mature audience , "" say PERSON PERSON , coo , ORG ORG .",1
""" gold see boost PERSON tweet expect ... , continue look bullish , $ MONEY having provide adequate support DATE DATE , "" ORG senior market analyst PERSON PERSON write note . gold rise DATE DATE DATE peak $ MONEY DATE gain PERCENT PERCENT DATE , help expectation central bank pause interest rate increase . market look ahead testimony ORG ORG chairman PERSON PERSON DATE DATE .",3
"ORG - ndpp alliance bank ORG government � s infrastructure push win general election , resource - constrain state largely dependent central grant . ( PERSON PERSON / ORG ) ORG - ndpp alliance bank ORG government � s infrastructure push win , resource - constrain state largely dependent central grant GPE / GPE : NORP forget rarely forgive . dictum drive playbook ORG ORG ORG ORG ( ORG ) ORG ORG ORG ( ORG ) combine GPE � s electorate CARDINAL CARDINAL vote state � s sole seat DATE DATE .",0
"parliamentary candidate ' expenditure cap MONEY MONEY MONEY MONEY ( MONEY MONEY ) , limit widely flout , political party allow spend freely . GPE GPE - base ORG ORG ORG ( ORG ) estimate MONEY MONEY MONEY spend DATE vote , roughly twice DATE election . figure surpass ORG estimate MONEY MONEY MONEY spend DATE GPE presidential congressional election . recent reform PERSON fuel spending spree : company fund party anonymously new ' electoral bond ' long face donation cap . activist give corporation sway obscure tie politician businessman . PERCENT PERCENT electoral bond snap tranche offering DATE go ORG , accord datum review ORG right information request ORG filing . ask ORG financial advantage , party spokesman PERSON PERSON say "" unfair advantage . "" "" guess maybe ORG believe take maximum donation cheque bond ... large political party country , "" PERSON add . say information provenance fund use . PERSON PERSON , ORG spokesman , say "" turn unequal election , "" provide specific . star dim somewhat , fallout shock DATE decision scrap circulate high - value bank note , business wary fragile opposition coalition come power , PERSON retain backer .",0
"wall street stock sell sharply DATE weak factory datum GPE GPE LOC fuel fear global economic downturn . � weak manufacturing datum GPE stoke risk aversion concern global growth resurface . yield fall curve invert long end come sharply . invert yield curve see signal impending recession , � forex advisory firm ORG ORG say note . "" inversion yield curve show severe growth concern increase possibility recession DATE DATE DATE , "" say PERSON PERSON , senior economist ORG ORG ORG . "" significant global economic slowdown trigger severe risk - , spill market . """,3
"store work personal information phone company risk . photo : ORG ORG PRODUCT platform allow user create secure folder work app , file lock password mint - india - wire work phonespersonal phoneswork phone personal phone separatecombine work personal phonepro con personal phone workgmail work profiletwo whatsapp number phone",1
